n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,kw_min_min,kw_max_min,kw_avg_min,kw_min_max,kw_max_max,kw_avg_max,kw_min_avg,kw_max_avg,kw_avg_avg,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,weekday_is_monday,weekday_is_tuesday,weekday_is_wednesday,weekday_is_thursday,weekday_is_friday,weekday_is_saturday,weekday_is_sunday,is_weekend,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,shares
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,12900.0,1904.08428571,12900.0,843300.0,587742.857143,3484.22471378,12900.0,6348.12780311,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028594218032400007,0.028586749840199998,0.168000591318,0.746245410991,0.028573029818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,29274.0
10.0,1019.0,0.41575274136,0.999999998379,0.570502430194,4.0,4.0,15.0,1.0,4.55937193327,7.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,396.0,112.428571429,15000.0,843300.0,172385.714286,1469.08823529,3286.89114052,2281.03659793,932.0,1300.0,1116.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.19994767302000002,0.7136369333879999,0.028571759831400007,0.0289437610932,0.0288998726669,0.46480174415,0.169808331765,0.047105004906800016,0.010794896957799999,0.813559322034,0.186440677966,0.312912608225,0.1,0.7,-0.212121212121,-0.4,-0.1,0.0,0.0,0.5,0.0,1265.0
9.0,249.0,0.6877637101780001,0.9999999930069999,0.8391608332930001,7.0,0.0,1.0,0.0,4.35742971888,5.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,4400.0,1121.5,0.0,843300.0,209460.0,0.0,13200.0,4307.5704552,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0400083936227,0.437941929569,0.442036844765,0.0400049307622,0.0400079012808,0.323224728488,0.08648705096069999,0.03614457831330002,0.0160642570281,0.692307692308,0.307692307692,0.326851851852,0.0333333333333,0.6,-0.231746031746,-0.4,-0.07142857142860001,0.0,0.0,0.5,0.0,1695.0
10.0,830.0,0.495597483653,0.999999997849,0.679569891012,28.0,3.0,1.0,0.0,4.5277108433699995,7.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,86.0,16.918,0.0,843300.0,277185.714286,0.0,4215.17960289,2556.90717067,4900.0,5400.0,5150.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.20404921711899998,0.028651411597700002,0.028761976349900006,0.028771266668700002,0.709766128265,0.510993867244,0.105832882395,0.0349397590361,0.0156626506024,0.6904761904760001,0.309523809524,0.351828631139,0.1,0.6,-0.321260683761,-0.6,-0.05,0.0,0.0,0.5,0.0,1229.0
8.0,449.0,0.552995390431,0.999999996491,0.670175436245,23.0,0.0,2.0,0.0,5.16703786192,5.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,325.0,107.666666667,0.0,843300.0,207580.0,0.0,3454.049397300001,1695.7651441,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0400114921124,0.0401861776494,0.23920563248100002,0.040109635127,0.64048706263,0.376754385965,0.0381578947368,0.011135857461000001,0.006681514476609999,0.625,0.375,0.35166666666699997,0.0333333333333,0.6,-0.34444444444399996,-0.5,-0.2,0.0,0.0,0.5,0.0,745.0
8.0,1084.0,0.454630495365,0.999999998459,0.642526963571,29.0,1.0,1.0,0.0,4.83025830258,10.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,2500.0,513.2222222219999,0.0,843300.0,255320.0,0.0,4608.14103473,2840.78605755,3200.0,3200.0,3200.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9199756194959999,0.0200009173977,0.020005695405999998,0.0200007220728,0.0200170456279,0.456947846976,0.21575548504500008,0.05535055350549999,0.009225092250919999,0.8571428571430001,0.14285714285700002,0.358201298701,0.0333333333333,1.0,-0.14255952381,-0.3125,-0.05,0.0,0.0,0.5,0.0,52.0
11.0,392.0,0.549071616581,0.999999995781,0.700421937973,5.0,1.0,2.0,0.0,4.73979591837,7.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,0.0,843300.0,228942.85714299997,0.0,3591.84466768,1198.98021387,1100.0,1100.0,1100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0285782857241,0.028578861518,0.8856914072159999,0.028575950606200006,0.028575494935499997,0.34939393939400004,0.0361859979101,0.0408163265306,0.0229591836735,0.64,0.36,0.24371212121199998,0.05,0.55,-0.272222222222,-1.0,-0.075,0.0,0.0,0.5,0.0,2629.0
12.0,376.0,0.589673911441,0.999999995708,0.7296137307739999,5.0,1.0,0.0,0.0,4.72872340426,3.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,141400.0,843300.0,534200.0,2196.22203756,3479.57956927,2734.64977254,16100.0,16100.0,16100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0666669683177,0.0666667158483,0.7333254256910001,0.0666669427255,0.0666739474174,0.502233414733,-0.09088191900689999,0.0265957446809,0.031914893617,0.45454545454499995,0.545454545455,0.285,0.05,0.6,-0.41926383801399997,-0.714285714286,-0.1,0.95,-0.6,0.45,0.6,8.0
11.0,98.0,0.7368420975069999,0.999999982456,0.842105248384,4.0,2.0,0.0,2.0,4.1428571428600005,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,710.0,174.2,32000.0,843300.0,375200.0,3516.44677185,6160.55732484,4832.17188802,1400.0,32000.0,16700.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.268517307608,0.0200117279377,0.020021733615599998,0.670505111229,0.0209441196102,0.31,0.1625,0.030612244898,0.0102040816327,0.75,0.25,0.525,0.375,0.8,-0.05,-0.05,-0.05,0.0,0.0,0.5,0.0,11678.0
13.0,246.0,0.5569105668419999,0.999999992958,0.7042253471529999,2.0,0.0,1.0,0.0,4.17479674797,7.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,517.0,158.571428571,9800.0,843300.0,421142.857143,2431.01458173,3659.34785933,3152.145316800001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0288862022967,0.313979140607,0.18640528928,0.028614402173700006,0.442114965643,0.5418602693600001,0.0422779882155,0.0406504065041,0.0447154471545,0.4761904761899999,0.52380952381,0.36327272727300003,0.1,0.8,-0.274368686869,-0.4,-0.05,0.366666666667,-0.283333333333,0.133333333333,0.283333333333,425.0
10.0,291.0,0.6478873216619999,0.9999999945360001,0.8032786841349999,22.0,2.0,17.0,0.0,4.63917525773,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1100.0,261.2,18800.0,843300.0,490680.0,3276.25692637,7191.2234763,4746.80266439,627.0,1100.0,863.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040005535500500004,0.275103759496,0.0400131462656,0.60487750419,0.04000005454759999,0.646428571429,0.44501488095200004,0.04810996563569999,0.0137457044674,0.777777777778,0.222222222222,0.520238095238,0.1,1.0,-0.225,-0.5,-0.05,0.0,0.0,0.5,0.0,2249.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1100.0,320.2,1900.0,843300.0,201850.0,1500.0,5220.29362637,2824.09448202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.020193508787499998,0.409756721786,0.153006054133,0.132944212873,0.284099502421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.225,0.15,0.225,1896.0
14.0,991.0,0.498419388305,0.9999999982850001,0.686106345307,3.0,3.0,1.0,27.0,4.4429868819400005,4.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,109.0,26.5,26800.0,843300.0,380350.0,2004.32258065,3483.8817339,2878.54091939,1200.0,1900.0,1550.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050003118962400006,0.799203684429,0.0501375900875,0.0506555897941,0.0500000167275,0.45588822891099995,0.00480382451313,0.0605449041372,0.0595358224016,0.504201680672,0.495798319328,0.436670815296,0.05,1.0,-0.41940408931900003,-1.0,-0.05,0.35,-0.2,0.15,0.2,538.0
14.0,1086.0,0.331762487906,0.999999998521,0.42603550232799997,5.0,2.0,26.0,1.0,4.5828729281800005,7.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,649.0,137.66666666700002,0.0,843300.0,332042.857143,0.0,3483.8067974,2512.09144072,9400.0,9400.0,9400.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0286054947921,0.0285742599295,0.028578318722700002,0.0285714861893,0.885670440366,0.368086500655,0.133529925732,0.05248618784530002,0.019337016574599998,0.730769230769,0.269230769231,0.32076858813700004,0.1,0.7,-0.171428571429,-0.3,-0.05,0.0,0.0,0.5,0.0,1421.0
11.0,256.0,0.591999997632,0.999999993671,0.734177210543,8.0,5.0,1.0,0.0,4.83984375,9.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1300.0,358.571428571,0.0,843300.0,261355.555556,0.0,4199.00555556,2241.57621564,1800.0,2700.0,2250.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.910949212914,0.0222496489366,0.0222230145738,0.0223391149063,0.022239008669599998,0.48420190920199996,0.200904650905,0.03515625,0.0078125,0.8181818181820001,0.181818181818,0.329701779702,0.0333333333333,0.5,-0.17777777777800002,-0.2,-0.155555555556,0.0,0.0,0.5,0.0,630.0
10.0,132.0,0.69696969169,0.999999987342,0.8354430273989999,3.0,2.0,0.0,2.0,4.590909090909999,7.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,500.0,311.571428571,27700.0,690400.0,221428.571429,3177.03329065,4641.78878282,3589.61519021,3200.0,3200.0,3200.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0288996728178,0.0286207346306,0.028641678166200002,0.178640437879,0.735197476506,0.530064935065,0.029672919672900002,0.0606060606061,0.030303030303,0.666666666667,0.33333333333299997,0.329247835498,0.0333333333333,0.7,-0.522222222222,-0.9,-0.3,0.0,0.0,0.5,0.0,1635.0
7.0,453.0,0.512820511625,0.99999999631,0.642066418295,16.0,1.0,8.0,0.0,4.55408388521,10.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1100.0,273.4,1600.0,843300.0,126950.0,1237.57142857,4054.24931003,2634.20793792,3100.0,3100.0,3100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0200900410788,0.020158959278599998,0.0200071122677,0.124035392831,0.8157084945440001,0.474711981567,0.319988479263,0.0485651214128,0.00883002207506,0.846153846154,0.153846153846,0.530248917749,0.1,1.0,-0.234375,-0.3125,-0.125,0.0,0.0,0.5,0.0,3299.0
9.0,135.0,0.712121206726,0.9999999875,0.8749999890629999,3.0,1.0,0.0,1.0,4.977777777780001,6.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,854.0,242.2,0.0,843300.0,177566.666667,0.0,3859.63636364,2348.65440796,1600.0,1600.0,1600.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0333348225597,0.0333346631685,0.866661088768,0.0333341549772,0.0333352705262,0.500216450216,0.129826839827,0.037037037037,0.029629629629599998,0.555555555556,0.444444444444,0.37727272727300004,0.1,0.8,-0.209523809524,-0.4,-0.07142857142860001,0.45454545454499995,0.13636363636399998,0.0454545454545,0.13636363636399998,3908.0
9.0,315.0,0.559105429524,0.9999999944750001,0.7292817639270001,3.0,3.0,1.0,2.0,4.69206349206,7.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,473.0,157.142857143,12700.0,843300.0,230771.428571,2395.77142857,3935.2901598000003,3110.6968827,3400.0,12700.0,8050.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.320187751776,0.17214462600299998,0.0286155536271,0.0285931605559,0.450458908039,0.39477225672899996,0.157505175983,0.0412698412698,0.00634920634921,0.8666666666670001,0.133333333333,0.288278388278,0.0333333333333,0.5,-0.2625,-0.4,-0.125,0.0,0.0,0.5,0.0,1635.0
9.0,506.0,0.535856572638,0.999999996711,0.7138157871259999,7.0,4.0,1.0,0.0,5.1561264822099995,8.0,0.0,0.0,0.0,0.0,0.0,1.0,217.0,785.0,399.375,4800.0,617900.0,240550.0,1289.76,5325.39053254,3088.50160353,6700.0,6700.0,6700.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025203899499,0.025002360928599997,0.899482666025,0.0250003370247,0.025310736522699998,0.391964285714,0.062232142857099985,0.0434782608696,0.0217391304348,0.666666666667,0.33333333333299997,0.26617965368,0.1,0.5,-0.29696969697,-0.5,-0.05,0.0,0.0,0.5,0.0,205.0
9.0,848.0,0.519619499977,0.9999999979080001,0.7677824251719999,15.0,11.0,1.0,0.0,4.70636792453,5.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2500.0,767.5,0.0,690400.0,169840.0,0.0,8850.0,3838.48658303,2600.0,2600.0,2600.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.369982388609,0.0400762354823,0.237919535136,0.0401483860725,0.31187345470100003,0.449280503447,0.296939133397,0.049528301886800005,0.017688679245299998,0.736842105263,0.263157894737,0.6063930117499999,0.1,1.0,-0.29203703703699996,-1.0,-0.05,0.3,1.0,0.2,1.0,1869.0
10.0,1049.0,0.382089551859,0.999999998521,0.479289940119,46.0,5.0,20.0,0.0,4.34604385129,8.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,822.0,236.875,822.0,843300.0,149765.25,822.0,3450.89704073,2292.7426256999997,870.0,56500.0,20923.3333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.025129455440599996,0.7999984365100001,0.0250021347824,0.12450613312000001,0.025363840147099997,0.507134599002,0.17362632347600002,0.0524308865586,0.0209723546235,0.714285714286,0.28571428571400004,0.39618457300300003,0.1,1.0,-0.310416666667,-0.5,-0.05,0.0,0.0,0.5,0.0,3543.0
6.0,372.0,0.512195120563,0.999999995192,0.6682692275559999,4.0,2.0,1.0,0.0,4.78494623656,8.0,0.0,0.0,0.0,0.0,1.0,0.0,217.0,690.0,356.5,0.0,51900.0,15962.5,0.0,2741.95154185,1225.18861813,10700.0,10700.0,10700.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.150656475088,0.52455789547,0.025003601618,0.02505831705,0.274723710774,0.429174603175,0.0924444444444,0.024193548387099997,0.010752688172,0.692307692308,0.307692307692,0.457407407407,0.2,1.0,-0.401388888889,-0.8,-0.155555555556,0.0,0.0,0.5,0.0,4223.0
12.0,456.0,0.563926939352,0.999999996491,0.70526315542,14.0,4.0,11.0,1.0,4.576754385959999,8.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,875.0,151.084285714,0.0,843300.0,482375.0,0.0,7361.20824125,4324.20889793,3300.0,7300.0,5300.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026244977296700004,0.170018126722,0.025031744922799998,0.7535102331069999,0.0251949179519,0.6248832866480001,0.17704248366,0.0460526315789,0.0197368421053,0.7,0.3,0.48888888888899995,0.1,1.0,-0.301543209877,-0.6,-0.155555555556,0.45454545454499995,0.13636363636399998,0.0454545454545,0.13636363636399998,1489.0
13.0,916.0,0.5076754380399999,0.999999998158,0.731123387236,13.0,3.0,1.0,0.0,4.5807860262,8.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,623.0,368.4,0.0,690400.0,99537.5,0.0,3414.30321434,1619.40589253,701.0,1900.0,1300.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.162431555976,0.025182634005999998,0.149693449538,0.292234804906,0.370457555575,0.3865010650720001,0.0808510272796,0.0338427947598,0.0120087336245,0.738095238095,0.261904761905,0.32936391565400003,0.0333333333333,0.8,-0.374242424242,-0.7,-0.05,0.227272727273,0.06818181818180001,0.272727272727,0.06818181818180001,4385.0
10.0,267.0,0.611538459186,0.999999994083,0.7573964452230001,9.0,3.0,0.0,0.0,4.87640449438,8.0,0.0,0.0,0.0,0.0,1.0,0.0,217.0,454.0,298.4,0.0,51900.0,22187.5,0.0,2939.23913043,1697.48856791,1300.0,4700.0,3000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.025033188950799996,0.025063891855500002,0.189091338142,0.025005680494300003,0.7358059005580001,0.39870806277099996,0.0926068722944,0.033707865168499995,0.022471910112400004,0.6,0.4,0.252597402597,0.1,0.5,-0.123611111111,-0.2,-0.05,0.0,0.0,0.5,0.0,3518.0
11.0,123.0,0.694915248348,0.999999985915,0.8309859037890001,4.0,1.0,2.0,0.0,4.73170731707,8.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,1400.0,541.428571429,0.0,843300.0,129437.5,0.0,6350.0,2972.06765026,22800.0,22800.0,22800.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6410008061429999,0.025002221611000002,0.15040343520500002,0.025002884997400002,0.158590652044,0.40429292929300004,0.12297979798,0.0325203252033,0.0325203252033,0.5,0.5,0.625,0.5,0.7,-0.286805555556,-0.7,-0.125,0.0333333333333,-0.08333333333330001,0.46666666666699996,0.08333333333330001,3721.0
11.0,845.0,0.256544502282,0.999999998195,0.285198555442,8.0,8.0,37.0,2.0,5.05088757396,8.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,1000.0,447.125,5100.0,843300.0,130362.5,1759.27659574,3449.32702464,2449.03833397,2200.0,2600.0,2400.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.025092565421500002,0.118407253768,0.025419275037,0.0250001450581,0.8060807607160001,0.459679383117,0.145236404221,0.0260355029586,0.00236686390533,0.916666666667,0.08333333333330001,0.23398022432100002,0.0625,0.5,-0.25,-0.4,-0.1,0.0,0.0,0.5,0.0,1869.0
12.0,456.0,0.508849556396,0.999999996587,0.621160407436,4.0,4.0,11.0,0.0,4.86403508772,9.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,637.0,144.571428571,0.0,843300.0,241855.555556,0.0,3289.64415086,1789.28253648,2300.0,2300.0,2300.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0222232897566,0.022225725199599998,0.910910661736,0.0224166834466,0.0222236398611,0.26639393939399997,0.10115151515200001,0.026315789473700002,0.00657894736842,0.8,0.2,0.270454545455,0.05,0.7,-0.205555555556,-0.4,-0.05,0.227272727273,0.06818181818180001,0.272727272727,0.06818181818180001,30827.0
10.0,560.0,0.509057970092,0.999999997015,0.683582087512,10.0,2.0,1.0,0.0,4.92678571429,6.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,523.0,151.5,2500.0,843300.0,182150.0,1139.33333333,3608.69347252,2194.84034786,2500.0,2500.0,2500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0333357969623,0.0333336043836,0.8659413883700001,0.033333483942,0.0340557263426,0.25891955267,0.0550505050505,0.025,0.0267857142857,0.48275862069,0.51724137931,0.32126159554699996,0.13636363636399998,0.8,-0.116349206349,-0.2,-0.05,0.288888888889,-0.155555555556,0.211111111111,0.155555555556,1816.0
